,year,state_orig,state_dest,sctg2,sctg2_description,value,state_orig_gdp,state_dest_gdp,name_state_orig,name_state_dest,orig_per_capita_2012,orig_per_capita_2017,orig_pop_2012,orig_pop_2017,dest_per_capita_2012,dest_per_capita_2017,dest_pop_2012,dest_pop_2017
3256,2012,IL,IA,7,Other prepared foodstuffs and preparations,593.25,5911.13,10520.48,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3257,2017,IL,IA,1,Animals & fish (live),50.76,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3258,2017,IL,IA,2,Cereal grains and seed,233.78,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3259,2017,IL,IA,3,"Agricultural products (excl. feed, grains, and forage)",411.77,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3260,2017,IL,IA,4,"Animal feed, eggs, honey, other products of animal origin",169.56,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3261,2017,IL,IA,5,"Meat, poultry, fish, seafood, and preparations",803.63,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3262,2017,IL,IA,6,Milled grain products and preparations and bakery products,150.73,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3263,2017,IL,IA,7,Other prepared foodstuffs and preparations,616.06,5945.18,8454.35,Illinois,Iowa,52141,55102,12567900,12496600,48031,52284,2976000,3045600
3264,2012,VA,IA,2,Cereal grains and seed,0.0,1680.19,10520.48,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3265,2012,VA,IA,5,"Meat, poultry, fish, seafood, and preparations",8.93,1680.19,10520.48,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3266,2012,VA,IA,6,Milled grain products and preparations and bakery products,13.58,1680.19,10520.48,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3267,2012,VA,IA,7,Other prepared foodstuffs and preparations,37.65,1680.19,10520.48,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3268,2017,VA,IA,2,Cereal grains and seed,0.0,1719.9,8454.35,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3269,2017,VA,IA,5,"Meat, poultry, fish, seafood, and preparations",9.14,1719.9,8454.35,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3270,2017,VA,IA,6,Milled grain products and preparations and bakery products,13.24,1719.9,8454.35,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3271,2017,VA,IA,7,Other prepared foodstuffs and preparations,36.6,1719.9,8454.35,Virginia,Iowa,51568,52124,7865500,8140700,48031,52284,2976000,3045600
3272,2012,WI,IA,1,Animals & fish (live),26.68,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3273,2012,WI,IA,2,Cereal grains and seed,219.29,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3274,2012,WI,IA,3,"Agricultural products (excl. feed, grains, and forage)",90.79,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3275,2012,WI,IA,4,"Animal feed, eggs, honey, other products of animal origin",226.51,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3276,2012,WI,IA,5,"Meat, poultry, fish, seafood, and preparations",430.99,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3277,2012,WI,IA,6,Milled grain products and preparations and bakery products,149.13,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3278,2012,WI,IA,7,Other prepared foodstuffs and preparations,324.55,4945.86,10520.48,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3279,2017,WI,IA,1,Animals & fish (live),25.02,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3280,2017,WI,IA,2,Cereal grains and seed,278.33,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3281,2017,WI,IA,3,"Agricultural products (excl. feed, grains, and forage)",101.25,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3282,2017,WI,IA,4,"Animal feed, eggs, honey, other products of animal origin",249.22,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3283,2017,WI,IA,5,"Meat, poultry, fish, seafood, and preparations",475.73,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3284,2017,WI,IA,6,Milled grain products and preparations and bakery products,156.79,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3285,2017,WI,IA,7,Other prepared foodstuffs and preparations,340.28,4648.5,8454.35,Wisconsin,Iowa,45422,48666,5566100,5643000,48031,52284,2976000,3045600
3286,2012,CA,IA,2,Cereal grains and seed,2.93,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3287,2012,CA,IA,3,"Agricultural products (excl. feed, grains, and forage)",77.42,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3288,2012,CA,IA,4,"Animal feed, eggs, honey, other products of animal origin",5.87,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3289,2012,CA,IA,5,"Meat, poultry, fish, seafood, and preparations",24.92,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3290,2012,CA,IA,6,Milled grain products and preparations and bakery products,10.55,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3291,2012,CA,IA,7,Other prepared foodstuffs and preparations,124.33,34377.93,10520.48,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3292,2017,CA,IA,2,Cereal grains and seed,1.81,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3293,2017,CA,IA,3,"Agricultural products (excl. feed, grains, and forage)",74.41,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3294,2017,CA,IA,4,"Animal feed, eggs, honey, other products of animal origin",6.46,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3295,2017,CA,IA,5,"Meat, poultry, fish, seafood, and preparations",27.83,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3296,2017,CA,IA,6,Milled grain products and preparations and bakery products,11.22,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3297,2017,CA,IA,7,Other prepared foodstuffs and preparations,131.9,39017.4,8454.35,California,Iowa,52963,60359,37221500,38713900,48031,52284,2976000,3045600
3298,2012,MO,IA,1,Animals & fish (live),321.25,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3299,2012,MO,IA,2,Cereal grains and seed,10.95,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3300,2012,MO,IA,3,"Agricultural products (excl. feed, grains, and forage)",22.33,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3301,2012,MO,IA,4,"Animal feed, eggs, honey, other products of animal origin",49.62,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3302,2012,MO,IA,5,"Meat, poultry, fish, seafood, and preparations",223.12,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3303,2012,MO,IA,6,Milled grain products and preparations and bakery products,47.99,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3304,2012,MO,IA,7,Other prepared foodstuffs and preparations,297.86,3341.06,10520.48,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3305,2017,MO,IA,1,Animals & fish (live),341.1,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3306,2017,MO,IA,2,Cereal grains and seed,21.41,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3307,2017,MO,IA,3,"Agricultural products (excl. feed, grains, and forage)",34.57,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3308,2017,MO,IA,4,"Animal feed, eggs, honey, other products of animal origin",54.59,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3309,2017,MO,IA,5,"Meat, poultry, fish, seafood, and preparations",232.56,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3310,2017,MO,IA,6,Milled grain products and preparations and bakery products,47.64,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3311,2017,MO,IA,7,Other prepared foodstuffs and preparations,294.89,3330.06,8454.35,Missouri,Iowa,41941,43036,5830600,5921300,48031,52284,2976000,3045600
3312,2012,MT,IA,1,Animals & fish (live),19.09,1834.38,10520.48,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3313,2012,MT,IA,6,Milled grain products and preparations and bakery products,15.03,1834.38,10520.48,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3314,2012,MT,IA,7,Other prepared foodstuffs and preparations,15.74,1834.38,10520.48,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3315,2017,MT,IA,1,Animals & fish (live),19.76,1393.88,8454.35,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3316,2017,MT,IA,6,Milled grain products and preparations and bakery products,15.49,1393.88,8454.35,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3317,2017,MT,IA,7,Other prepared foodstuffs and preparations,16.18,1393.88,8454.35,Montana,Iowa,38601,39833,978700,1022600,48031,52284,2976000,3045600
3318,2012,KS,IA,1,Animals & fish (live),41.76,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3319,2012,KS,IA,2,Cereal grains and seed,2.1,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3320,2012,KS,IA,3,"Agricultural products (excl. feed, grains, and forage)",5.04,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3321,2012,KS,IA,4,"Animal feed, eggs, honey, other products of animal origin",20.71,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3322,2012,KS,IA,5,"Meat, poultry, fish, seafood, and preparations",424.98,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3323,2012,KS,IA,6,Milled grain products and preparations and bakery products,17.18,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3324,2012,KS,IA,7,Other prepared foodstuffs and preparations,80.49,5402.17,10520.48,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3325,2017,KS,IA,1,Animals & fish (live),45.29,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3326,2017,KS,IA,2,Cereal grains and seed,3.02,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3327,2017,KS,IA,3,"Agricultural products (excl. feed, grains, and forage)",8.6,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3328,2017,KS,IA,4,"Animal feed, eggs, honey, other products of animal origin",22.78,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3329,2017,KS,IA,5,"Meat, poultry, fish, seafood, and preparations",453.4,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3330,2017,KS,IA,6,Milled grain products and preparations and bakery products,17.46,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3331,2017,KS,IA,7,Other prepared foodstuffs and preparations,81.57,4003.23,8454.35,Kansas,Iowa,45513,47435,2787500,2817600,48031,52284,2976000,3045600
3332,2012,MD,IA,7,Other prepared foodstuffs and preparations,6.82,1043.96,10520.48,Maryland,Iowa,53999,56375,5722700,5892900,48031,52284,2976000,3045600
3333,2017,MD,IA,7,Other prepared foodstuffs and preparations,7.14,990.99,8454.35,Maryland,Iowa,53999,56375,5722700,5892900,48031,52284,2976000,3045600
3334,2012,GA,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.14,4205.78,10520.48,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3335,2012,GA,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.0,4205.78,10520.48,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3336,2012,GA,IA,5,"Meat, poultry, fish, seafood, and preparations",59.0,4205.78,10520.48,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3337,2012,GA,IA,6,Milled grain products and preparations and bakery products,83.36,4205.78,10520.48,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3338,2012,GA,IA,7,Other prepared foodstuffs and preparations,25.78,4205.78,10520.48,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3339,2017,GA,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.12,4075.19,8454.35,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3340,2017,GA,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.0,4075.19,8454.35,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3341,2017,GA,IA,5,"Meat, poultry, fish, seafood, and preparations",64.07,4075.19,8454.35,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3342,2017,GA,IA,6,Milled grain products and preparations and bakery products,86.22,4075.19,8454.35,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3343,2017,GA,IA,7,Other prepared foodstuffs and preparations,26.59,4075.19,8454.35,Georgia,Iowa,42206,45925,9616400,10121400,48031,52284,2976000,3045600
3344,2012,KY,IA,1,Animals & fish (live),37.0,2112.13,10520.48,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3345,2012,KY,IA,4,"Animal feed, eggs, honey, other products of animal origin",8.34,2112.13,10520.48,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3346,2012,KY,IA,5,"Meat, poultry, fish, seafood, and preparations",25.27,2112.13,10520.48,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3347,2012,KY,IA,6,Milled grain products and preparations and bakery products,4.88,2112.13,10520.48,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3348,2012,KY,IA,7,Other prepared foodstuffs and preparations,149.26,2112.13,10520.48,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3349,2017,KY,IA,1,Animals & fish (live),39.87,2946.38,8454.35,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3350,2017,KY,IA,4,"Animal feed, eggs, honey, other products of animal origin",9.17,2946.38,8454.35,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3351,2017,KY,IA,5,"Meat, poultry, fish, seafood, and preparations",27.25,2946.38,8454.35,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3352,2017,KY,IA,6,Milled grain products and preparations and bakery products,5.01,2946.38,8454.35,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3353,2017,KY,IA,7,Other prepared foodstuffs and preparations,152.91,2946.38,8454.35,Kentucky,Iowa,38062,39277,4235100,4307100,48031,52284,2976000,3045600
3354,2012,MA,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.33,1009.57,10520.48,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3355,2012,MA,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.0,1009.57,10520.48,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3356,2012,MA,IA,5,"Meat, poultry, fish, seafood, and preparations",19.06,1009.57,10520.48,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3357,2012,MA,IA,6,Milled grain products and preparations and bakery products,8.57,1009.57,10520.48,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3358,2012,MA,IA,7,Other prepared foodstuffs and preparations,19.77,1009.57,10520.48,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3359,2017,MA,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.4,738.38,8454.35,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3360,2017,MA,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.0,738.38,8454.35,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3361,2017,MA,IA,5,"Meat, poultry, fish, seafood, and preparations",20.43,738.38,8454.35,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3362,2017,MA,IA,6,Milled grain products and preparations and bakery products,8.75,738.38,8454.35,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3363,2017,MA,IA,7,Other prepared foodstuffs and preparations,20.13,738.38,8454.35,Massachusetts,Iowa,62441,66500,6410600,6620600,48031,52284,2976000,3045600
3364,2012,PA,IA,1,Animals & fish (live),1.97,3704.98,10520.48,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3365,2012,PA,IA,4,"Animal feed, eggs, honey, other products of animal origin",8.65,3704.98,10520.48,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3366,2012,PA,IA,5,"Meat, poultry, fish, seafood, and preparations",89.78,3704.98,10520.48,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3367,2012,PA,IA,6,Milled grain products and preparations and bakery products,2.06,3704.98,10520.48,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3368,2012,PA,IA,7,Other prepared foodstuffs and preparations,87.5,3704.98,10520.48,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3369,2017,PA,IA,1,Animals & fish (live),2.11,3458.14,8454.35,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3370,2017,PA,IA,4,"Animal feed, eggs, honey, other products of animal origin",9.52,3458.14,8454.35,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3371,2017,PA,IA,5,"Meat, poultry, fish, seafood, and preparations",86.44,3458.14,8454.35,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3372,2017,PA,IA,6,Milled grain products and preparations and bakery products,1.88,3458.14,8454.35,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3373,2017,PA,IA,7,Other prepared foodstuffs and preparations,80.02,3458.14,8454.35,Pennsylvania,Iowa,47554,51841,12347600,12389100,48031,52284,2976000,3045600
3374,2012,NC,IA,1,Animals & fish (live),5.12,4602.34,10520.48,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3375,2012,NC,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.35,4602.34,10520.48,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3376,2012,NC,IA,5,"Meat, poultry, fish, seafood, and preparations",12.78,4602.34,10520.48,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3377,2012,NC,IA,6,Milled grain products and preparations and bakery products,22.7,4602.34,10520.48,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3378,2012,NC,IA,7,Other prepared foodstuffs and preparations,44.35,4602.34,10520.48,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3379,2017,NC,IA,1,Animals & fish (live),5.53,5099.52,8454.35,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3380,2017,NC,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.62,5099.52,8454.35,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3381,2017,NC,IA,5,"Meat, poultry, fish, seafood, and preparations",14.18,5099.52,8454.35,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3382,2017,NC,IA,6,Milled grain products and preparations and bakery products,23.98,5099.52,8454.35,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3383,2017,NC,IA,7,Other prepared foodstuffs and preparations,46.73,5099.52,8454.35,North Carolina,Iowa,42619,44706,9439200,9948800,48031,52284,2976000,3045600
3384,2012,SC,IA,3,"Agricultural products (excl. feed, grains, and forage)",0.01,1188.08,10520.48,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3385,2012,SC,IA,5,"Meat, poultry, fish, seafood, and preparations",64.33,1188.08,10520.48,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3386,2012,SC,IA,6,Milled grain products and preparations and bakery products,18.67,1188.08,10520.48,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3387,2012,SC,IA,7,Other prepared foodstuffs and preparations,10.19,1188.08,10520.48,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3388,2017,SC,IA,3,"Agricultural products (excl. feed, grains, and forage)",0.01,1131.6,8454.35,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3389,2017,SC,IA,5,"Meat, poultry, fish, seafood, and preparations",63.0,1131.6,8454.35,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3390,2017,SC,IA,6,Milled grain products and preparations and bakery products,17.42,1131.6,8454.35,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3391,2017,SC,IA,7,Other prepared foodstuffs and preparations,9.48,1131.6,8454.35,South Carolina,Iowa,35359,37637,4569100,4864600,48031,52284,2976000,3045600
3392,2012,OR,IA,3,"Agricultural products (excl. feed, grains, and forage)",24.95,3690.43,10520.48,Oregon,Iowa,49461,51312,3825500,4063000,48031,52284,2976000,3045600
3393,2012,OR,IA,7,Other prepared foodstuffs and preparations,39.5,3690.43,10520.48,Oregon,Iowa,49461,51312,3825500,4063000,48031,52284,2976000,3045600
3394,2017,OR,IA,3,"Agricultural products (excl. feed, grains, and forage)",24.88,3701.88,8454.35,Oregon,Iowa,49461,51312,3825500,4063000,48031,52284,2976000,3045600
3395,2017,OR,IA,7,Other prepared foodstuffs and preparations,45.3,3701.88,8454.35,Oregon,Iowa,49461,51312,3825500,4063000,48031,52284,2976000,3045600
3396,2012,TX,IA,2,Cereal grains and seed,17.56,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3397,2012,TX,IA,3,"Agricultural products (excl. feed, grains, and forage)",32.14,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3398,2012,TX,IA,4,"Animal feed, eggs, honey, other products of animal origin",54.51,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3399,2012,TX,IA,5,"Meat, poultry, fish, seafood, and preparations",22.37,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3400,2012,TX,IA,6,Milled grain products and preparations and bakery products,21.62,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3401,2012,TX,IA,7,Other prepared foodstuffs and preparations,105.01,8217.54,10520.48,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3402,2017,TX,IA,2,Cereal grains and seed,20.25,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3403,2017,TX,IA,3,"Agricultural products (excl. feed, grains, and forage)",40.23,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3404,2017,TX,IA,4,"Animal feed, eggs, honey, other products of animal origin",59.98,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3405,2017,TX,IA,5,"Meat, poultry, fish, seafood, and preparations",24.43,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3406,2017,TX,IA,6,Milled grain products and preparations and bakery products,22.48,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3407,2017,TX,IA,7,Other prepared foodstuffs and preparations,108.93,9337.93,8454.35,Texas,Iowa,50253,53737,25384300,27621300,48031,52284,2976000,3045600
3408,2012,MI,IA,3,"Agricultural products (excl. feed, grains, and forage)",25.27,3286.13,10520.48,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3409,2012,MI,IA,4,"Animal feed, eggs, honey, other products of animal origin",4.84,3286.13,10520.48,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3410,2012,MI,IA,6,Milled grain products and preparations and bakery products,56.33,3286.13,10520.48,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3411,2012,MI,IA,7,Other prepared foodstuffs and preparations,100.76,3286.13,10520.48,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3412,2017,MI,IA,3,"Agricultural products (excl. feed, grains, and forage)",24.53,3008.36,8454.35,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3413,2017,MI,IA,4,"Animal feed, eggs, honey, other products of animal origin",5.33,3008.36,8454.35,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3414,2017,MI,IA,6,Milled grain products and preparations and bakery products,61.3,3008.36,8454.35,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3415,2017,MI,IA,7,Other prepared foodstuffs and preparations,109.35,3008.36,8454.35,Michigan,Iowa,40465,44201,9659300,9720300,48031,52284,2976000,3045600
3416,2012,OH,IA,3,"Agricultural products (excl. feed, grains, and forage)",0.02,3762.89,10520.48,Ohio,Iowa,44911,48188,11222100,11323500,48031,52284,2976000,3045600
3417,2012,OH,IA,4,"Animal feed, eggs, honey, other products of animal origin",14.86,3762.89,10520.48,Ohio,Iowa,44911,48188,11222100,11323500,48031,52284,2976000,3045600
3418,2012,OH,IA,5,"Meat, poultry, fish, seafood, and preparations",9.22,3762.89,10520.48,Ohio,Iowa,44911,48188,11222100,11323500,48031,52284,2976000,3045600
3419,2012,OH,IA,6,Milled grain products and preparations and bakery products,25.43,3762.89,10520.48,Ohio,Iowa,44911,48188,11222100,11323500,48031,52284,2976000,3045600
3420,2012,OH,IA,7,Other prepared foodstuffs and preparations,241.03,3762.89,10520.48,Ohio,Iowa,44911,48188,11222100,11323500,48031,52284,2976000,3045600
